l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements
512,16,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,32,0.031724,158810948,0.003278,22733,30018
128,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.068360,158741887,0.091439,635174,1687416
256,16,ON,1,DDR3_2133_8x8,BOPPrefetcher,128,0.032679,158244963,0.002360,16387,15605
64,16,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,32,0.150393,158749291,0.311796,2167379,6381722
128,1,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.047741,158218878,0.105473,732509,1811105
128,4,OFF,16,DDR4_2400_4x16,None,64,0.084224,158794846,0.131220,911274,910600
512,2,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.032501,158252686,0.003259,22628,41324
128,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.048889,158185673,0.169753,1178849,3404966
256,4,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.031687,158712912,0.002423,16813,29085
32,8,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.044524,158189753,0.146834,1019248,3925113
128,4,OFF,8,DDR4_2400_4x16,None,32,0.083091,158744005,0.125909,874895,874177
128,1,OFF,2,DDR3_2133_8x8,None,64,0.113886,158791319,0.220969,1535402,1534734
128,2,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,64,0.098305,158755863,0.161116,1120330,3443789
32,4,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.150193,158734751,0.308547,2145168,6307098
512,4,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.031774,158745832,0.001156,8020,9780
128,2,OFF,1,DDR4_2400_4x16,None,64,0.079782,158788903,0.117293,814670,813997
256,4,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.032774,158231065,0.002291,15906,15125
64,16,OFF,2,DDR4_2400_16x4,None,128,0.159406,158787968,0.307569,2140250,2138079
512,2,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032601,158203825,0.002171,15074,25642
32,2,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.107455,158714813,0.218804,1520337,3887323
64,1,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.166420,158751348,0.299949,2087348,6154754
64,1,ON,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.058035,158191989,0.259884,1805307,5207649
128,1,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.047222,158197043,0.169034,1173599,1216468
128,2,ON,16,DDR4_2400_4x16,None,32,0.042844,158208343,0.130186,904152,903476
512,1,OFF,16,DDR4_2400_16x4,None,32,0.049666,158752214,0.046092,319845,319097
64,2,ON,4,DDR4_2400_4x16,BOPPrefetcher,128,0.057381,158217259,0.297425,2066054,2140423
512,16,ON,1,DDR4_2400_16x4,BOPPrefetcher,64,0.032547,158247229,0.002257,15662,15033
512,1,ON,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.034192,158222819,0.023536,163418,462396
256,16,ON,8,DDR3_2133_8x8,AMPMPrefetcher,64,0.032822,158224760,0.002360,16390,29321
256,4,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032553,158188463,0.004803,33342,59186
32,8,OFF,1,DDR3_2133_8x8,BOPPrefetcher,64,0.147512,158759920,0.309614,2153480,2215945
512,16,ON,1,DDR3_1600_8x8,None,32,0.032319,158174645,0.004068,28246,27495
32,2,ON,4,DDR4_2400_4x16,None,128,0.058297,158240220,0.310410,2157466,2156823
64,8,ON,2,DDR4_2400_16x4,BOPPrefetcher,32,0.057808,158218602,0.314216,2183182,2182517
32,8,ON,2,DDR3_1600_8x8,TaggedPrefetcher,64,0.059856,158228516,0.308367,2143462,6303312
128,1,ON,4,DDR3_1600_8x8,BOPPrefetcher,128,0.044909,158192454,0.142500,989279,1024277
512,16,ON,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.032432,158258016,0.002097,14557,30381
512,16,OFF,4,DDR4_2400_16x4,None,32,0.032476,158780858,0.004041,28024,27266
256,4,ON,1,DDR3_1600_8x8,BOPPrefetcher,32,0.036291,158146285,0.055932,388180,387470
64,2,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.061133,158208268,0.294797,2048080,5879368
128,4,OFF,1,DDR4_2400_16x4,None,64,0.061923,158777861,0.076314,529585,528906
32,2,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.150473,158759453,0.310200,2155929,6328880
64,1,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.051200,158194678,0.158218,1099367,3892017
32,8,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.125409,158772376,0.265989,1849019,4981823
64,16,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.152420,158747482,0.314116,2184175,2183449
32,16,ON,8,DDR4_2400_8x8,BOPPrefetcher,32,0.058048,158206751,0.314933,2188232,2187595
256,1,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.107566,158767126,0.196885,1367839,4009623
256,2,OFF,1,DDR4_2400_8x8,None,32,0.046510,158808883,0.038097,264406,263671
128,8,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,32,0.109397,158755441,0.196570,1364997,3998433
32,1,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.060050,158217553,0.329788,2292256,2291614
64,8,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,32,0.151425,158727407,0.311791,2167360,6381908
32,4,OFF,16,DDR3_2133_8x8,BOPPrefetcher,128,0.150957,158734019,0.298081,2072954,2142505
512,2,OFF,1,DDR4_2400_4x16,None,128,0.032470,158778054,0.003156,21907,20153
512,8,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.031856,158743046,0.000982,6816,10984
512,4,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.032364,158204458,0.002543,17646,31410
512,2,ON,16,DDR3_2133_8x8,BOPPrefetcher,64,0.032610,158305626,0.002932,20348,20158
512,1,ON,8,DDR3_2133_8x8,None,32,0.036020,158239689,0.045134,313459,312685
32,1,ON,4,DDR3_1600_8x8,None,32,0.059691,158173287,0.328658,2283862,2283215
64,4,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,32,0.156389,158751855,0.309851,2154555,6630112
512,8,ON,4,DDR3_2133_8x8,BOPPrefetcher,128,0.032809,158238077,0.001327,9212,9789
32,16,ON,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.059904,158194466,0.320745,2228421,10751817
64,16,ON,8,DDR4_2400_4x16,AMPMPrefetcher,128,0.063295,158188081,0.310849,2159331,7152548
512,16,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,32,0.031833,158810935,0.001985,13771,28691
32,8,ON,1,DDR4_2400_8x8,BOPPrefetcher,32,0.057756,158164196,0.315077,2187810,2187174
32,16,OFF,4,DDR3_2133_8x8,None,64,0.146249,158790216,0.310126,2156206,2155535
128,2,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.037934,158209566,0.063608,441766,1662867
32,16,ON,2,DDR3_1600_8x8,BOPPrefetcher,128,0.057114,158239053,0.297388,2066338,2141352
32,4,ON,1,DDR4_2400_16x4,None,128,0.058002,158224185,0.308284,2140863,2139876
32,16,ON,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.062333,158194460,0.308246,2142377,6199138
128,16,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.073598,158754016,0.098857,686341,1788193
512,8,ON,1,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.032482,158228851,0.001496,10387,17461
32,16,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.106853,158731166,0.220081,1528003,3839656
512,8,ON,4,DDR4_2400_4x16,None,64,0.032729,158258836,0.002364,16410,15713
32,2,OFF,8,DDR3_2133_8x8,BOPPrefetcher,64,0.146437,158749213,0.310370,2158593,2219898
64,16,OFF,2,DDR3_1600_8x8,BOPPrefetcher,64,0.150403,158801428,0.307178,2136755,2186839
128,16,OFF,8,DDR3_2133_8x8,None,128,0.106718,158780355,0.183332,1275285,1273056
512,8,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,0.032459,158268057,0.002049,14215,16557
256,2,OFF,4,DDR4_2400_8x8,BOPPrefetcher,64,0.066943,158788232,0.089405,621173,636492
64,8,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.151425,158727407,0.311791,2167360,6381908
256,16,OFF,4,DDR4_2400_4x16,BOPPrefetcher,64,0.032315,158740221,0.004153,28820,28178
512,2,OFF,4,DDR4_2400_4x16,None,32,0.034014,158777143,0.007073,49038,48271
256,4,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032535,158227765,0.004811,33406,57859
32,8,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.124878,158758188,0.228893,1591293,4080162
32,1,OFF,1,DDR3_2133_8x8,BOPPrefetcher,64,0.149203,158753913,0.325428,2263117,2349215
256,2,ON,2,DDR3_2133_8x8,None,64,0.035148,158253937,0.033910,235446,234803
512,2,OFF,8,DDR3_1600_8x8,BOPPrefetcher,32,0.044993,158833551,0.033845,234778,234017
512,16,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.031924,158774371,0.001095,7599,9150
512,4,OFF,16,DDR4_2400_4x16,BOPPrefetcher,64,0.031635,158750363,0.002365,16414,15957
128,4,OFF,1,DDR3_2133_8x8,BOPPrefetcher,128,0.111540,158803901,0.196134,1363329,1407779
64,1,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.118653,158702611,0.206348,1433679,3559741
256,1,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.060023,158757940,0.070620,490267,1516681
128,2,OFF,8,DDR3_1600_8x8,None,128,0.096297,158788803,0.150652,1046812,1044654
32,1,ON,1,DDR4_2400_16x4,AMPMPrefetcher,64,0.062489,158231578,0.339243,2356635,11048737
512,16,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.031790,158746329,0.001092,7576,9365
64,2,OFF,8,DDR4_2400_8x8,BOPPrefetcher,32,0.149113,158766367,0.304831,2119972,2119252
128,16,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,32,0.070939,158745160,0.081578,566021,1607150
32,4,ON,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.060047,158193380,0.308670,2143946,6304194
64,2,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.157874,158776506,0.294512,2049207,5415622
128,16,ON,4,DDR3_1600_8x8,None,64,0.047710,158267519,0.185246,1287328,1286711
256,8,OFF,1,DDR3_1600_8x8,None,32,0.033974,158782552,0.007569,52525,51777
32,16,OFF,4,DDR4_2400_8x8,BOPPrefetcher,64,0.149523,158776811,0.309583,2151519,2215706
32,2,ON,4,DDR4_2400_8x8,None,32,0.057968,158191504,0.315986,2194258,2193617
128,1,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.069243,158761347,0.101998,707951,1853038
512,1,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.033123,158262516,0.012865,89353,287134
512,4,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032816,158247589,0.001305,9063,12670
128,16,ON,16,DDR3_1600_8x8,None,64,0.047928,158253157,0.185475,1287778,1287168
32,16,ON,8,DDR3_1600_8x8,None,64,0.058145,158235142,0.310191,2155470,2154887
512,4,OFF,16,DDR3_1600_8x8,None,32,0.032748,158788880,0.004485,31111,30341
32,16,ON,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.058991,158224707,0.324220,2251159,10807419
512,8,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032851,158206941,0.001449,10061,17102
64,1,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.055971,158198895,0.282827,1964414,9363423
32,1,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.127588,158749002,0.246168,1711771,4285799
32,8,ON,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.060102,158189321,0.319415,2218960,10698669
32,8,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.105550,158755824,0.226089,1569911,4022392
128,2,OFF,2,DDR4_2400_16x4,BOPPrefetcher,128,0.086312,158768226,0.127582,886632,917426
32,2,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,64,0.150473,158759453,0.310200,2155929,6328880
32,4,ON,16,DDR3_1600_8x8,BOPPrefetcher,32,0.058073,158203725,0.315106,2189408,2188776
128,4,OFF,8,DDR4_2400_4x16,None,64,0.084224,158794846,0.131220,911274,910600
256,8,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,0.032430,158250455,0.003385,23503,28382
64,16,ON,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.058565,158223086,0.314298,2181898,10335844
32,2,OFF,4,DDR3_2133_8x8,AMPMPrefetcher,64,0.155099,158721679,0.320033,2224438,6732977
512,16,ON,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.032797,158230202,0.001319,9152,15199
256,16,ON,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.032831,158211955,0.001556,10799,16397
64,1,OFF,16,DDR4_2400_16x4,None,64,0.141152,158747219,0.288691,2007845,2007190
256,2,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.033748,158739298,0.006005,41636,108300
32,8,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.125126,158744906,0.231330,1609224,4157327
256,2,ON,2,DDR4_2400_8x8,BOPPrefetcher,32,0.035131,158188055,0.039714,275787,275068
32,2,ON,16,DDR4_2400_16x4,BOPPrefetcher,64,0.058242,158264214,0.310625,2157917,2220095
64,16,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.045097,158175813,0.145259,1008390,3974143
128,8,ON,2,DDR4_2400_8x8,None,64,0.047918,158263359,0.187382,1301546,1300922
512,8,ON,2,DDR4_2400_4x16,None,128,0.032797,158277646,0.001371,9519,8715
32,1,ON,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.065662,158186775,0.332215,2307290,8291538
32,1,ON,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.064099,158248235,0.322046,2238336,6446499
512,2,ON,8,DDR3_2133_8x8,TaggedPrefetcher,64,0.032842,158221886,0.002148,14916,25599
256,16,OFF,16,DDR3_2133_8x8,BOPPrefetcher,128,0.031590,158774505,0.001924,13356,16326
32,8,OFF,4,DDR3_1600_8x8,None,128,0.161918,158748618,0.308129,2142419,2140285
128,2,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.064273,158729819,0.080224,556940,1549670
64,2,OFF,8,DDR3_2133_8x8,BOPPrefetcher,128,0.149514,158726365,0.297403,2066985,2142665
64,4,ON,1,DDR4_2400_16x4,None,32,0.057913,158199010,0.314369,2183070,2182407
256,1,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.033646,158201029,0.007903,54840,70580
128,2,ON,8,DDR4_2400_4x16,TaggedPrefetcher,128,0.044589,158224337,0.123978,860604,2443292
64,1,OFF,4,DDR3_2133_8x8,BOPPrefetcher,32,0.133592,158750277,0.275780,1916520,1915808
64,1,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,64,0.136084,158766203,0.280275,1947183,5697743
256,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.031738,158747127,0.002433,16888,30365
256,8,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.031764,158764849,0.001637,11374,16633
64,2,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.044542,158189164,0.136140,945182,3575554
128,16,ON,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.048641,158210316,0.184025,1278133,3745754
128,4,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,128,0.088041,158748461,0.125072,869515,2453065
128,8,ON,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.043693,158221535,0.119178,827975,1521482
256,2,ON,8,DDR4_2400_4x16,BOPPrefetcher,64,0.033002,158251756,0.006971,48389,51726
128,4,ON,1,DDR3_1600_8x8,BOPPrefetcher,32,0.046304,158176261,0.177185,1229997,1229304
32,16,OFF,16,DDR4_2400_8x8,BOPPrefetcher,32,0.150957,158758868,0.314848,2188939,2188226
64,1,OFF,2,DDR3_2133_8x8,None,64,0.134066,158730995,0.278818,1938089,1937410
32,8,ON,16,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.046647,158244263,0.154322,1072007,3094931
32,1,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.107973,158713987,0.218118,1514597,3571075
128,1,OFF,16,DDR4_2400_4x16,None,32,0.132425,158756916,0.258562,1796732,1796001
256,8,ON,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.032657,158210281,0.003564,24731,53748
64,2,ON,1,DDR4_2400_4x16,BOPPrefetcher,128,0.057316,158198682,0.297779,2067762,2140728
128,8,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,0.076259,158719137,0.108917,756813,2099422
64,4,ON,4,DDR3_2133_8x8,TaggedPrefetcher,32,0.058975,158207457,0.310547,2155597,6380013
512,2,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.032410,158211033,0.003004,20851,39081
32,2,OFF,4,DDR4_2400_4x16,BOPPrefetcher,128,0.157376,158755203,0.299005,2078448,2154595
128,8,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.064392,158763951,0.068885,478788,1152024
512,8,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,32,0.031744,158742523,0.002094,14527,29459
256,16,OFF,1,DDR3_1600_8x8,None,32,0.034836,158775509,0.007628,52934,52185
64,16,ON,16,DDR3_2133_8x8,None,64,0.058228,158248843,0.309877,2152415,2151823
32,4,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.101937,158739379,0.190112,1320459,3306142
32,1,ON,16,DDR4_2400_8x8,None,32,0.060733,158183534,0.334404,2323101,2322460
64,1,ON,2,DDR4_2400_4x16,BOPPrefetcher,32,0.055716,158151640,0.281437,1955004,1954357
256,8,ON,2,DDR3_2133_8x8,None,128,0.032737,158232764,0.002278,15804,14984
64,16,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.105794,158758171,0.219935,1527252,3812476
256,2,ON,1,DDR4_2400_8x8,TaggedPrefetcher,128,0.038413,158222256,0.060361,419023,1191228
64,16,OFF,16,DDR4_2400_16x4,None,32,0.151630,158750168,0.314124,2183920,2183188
128,4,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.045729,158238113,0.156901,1089543,1121622
512,2,ON,8,DDR4_2400_8x8,AMPMPrefetcher,128,0.032899,158213843,0.001841,12776,22266
64,1,ON,1,DDR4_2400_16x4,AMPMPrefetcher,64,0.059145,158213641,0.300912,2089956,9482930
256,16,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.031717,158738420,0.002417,16789,29760
256,2,ON,16,DDR4_2400_8x8,BOPPrefetcher,32,0.035363,158171190,0.038403,266597,265885
32,4,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.057395,158201530,0.297593,2066042,2141525
128,4,ON,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.049359,158233034,0.193003,1340156,2777168
128,16,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.061940,158801319,0.064172,445734,564825
32,2,ON,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.059009,158201437,0.312466,2171187,6407232
256,1,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.067636,158747586,0.074683,518764,1318790
32,4,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.104923,158713971,0.225791,1567858,3932093
64,4,ON,4,DDR4_2400_8x8,None,64,0.058143,158256549,0.309914,2152725,2152127
32,8,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.151724,158767546,0.313791,2182102,6577016
256,4,OFF,16,DDR4_2400_4x16,None,64,0.034374,158768578,0.007717,53549,52855
32,8,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.125409,158772376,0.265989,1849019,4981823
64,4,ON,2,DDR4_2400_4x16,None,64,0.058035,158270279,0.309804,2153107,2152508
128,4,ON,4,DDR4_2400_16x4,AMPMPrefetcher,128,0.042319,158192453,0.108804,755012,1151178
512,2,OFF,2,DDR4_2400_4x16,BOPPrefetcher,128,0.055751,158757172,0.057838,401896,412424
128,16,OFF,1,DDR4_2400_4x16,BOPPrefetcher,64,0.105523,158798147,0.183020,1271595,1292775
256,2,ON,2,DDR3_2133_8x8,BOPPrefetcher,32,0.037422,158165407,0.066852,464023,463311
256,2,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.036047,158223580,0.040044,278159,1009610
128,16,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.040814,158244215,0.088447,614100,2148639
512,16,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.031750,158821719,0.002503,17371,30999
32,4,ON,2,DDR3_1600_8x8,BOPPrefetcher,64,0.058110,158201748,0.309394,2148749,2214807
256,2,ON,8,DDR4_2400_4x16,AMPMPrefetcher,128,0.035771,158198814,0.032178,223371,780347
512,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.034433,158191212,0.023314,161921,459383
32,8,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.159038,158774886,0.316252,2200236,6744828
128,4,ON,2,DDR4_2400_8x8,AMPMPrefetcher,128,0.051625,158230276,0.203643,1414482,3091514
256,2,ON,2,DDR3_2133_8x8,BOPPrefetcher,128,0.035290,158210439,0.032141,223087,228198
512,8,ON,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.032552,158213339,0.002684,18629,31493
64,4,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.045618,158195194,0.151734,1054298,4107146
128,4,OFF,16,DDR3_2133_8x8,None,32,0.109250,158827263,0.203030,1410909,1410184
64,1,OFF,2,DDR4_2400_8x8,None,32,0.130743,158749912,0.258339,1794891,1794163
32,16,ON,16,DDR4_2400_16x4,TaggedPrefetcher,64,0.060257,158182862,0.308621,2143376,6303539
512,8,ON,1,DDR4_2400_4x16,None,128,0.032715,158231210,0.001360,9438,8407
512,1,OFF,4,DDR4_2400_4x16,None,64,0.039905,158768423,0.022917,159063,158369
64,16,ON,16,DDR3_1600_8x8,None,128,0.058240,158253198,0.307594,2137693,2137080
128,1,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.038772,158164208,0.079150,549596,1745413
64,16,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,32,0.151724,158799235,0.307363,2136932,6366349
32,8,OFF,2,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.125409,158772376,0.265989,1849019,4981823
256,2,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.036582,158229927,0.041099,285365,1077036
256,16,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.032835,158245358,0.001575,10939,16384
32,4,OFF,1,DDR3_2133_8x8,BOPPrefetcher,32,0.147332,158745076,0.315013,2189491,2188778
256,4,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032993,158231003,0.004639,32222,56559
256,1,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,64,0.070377,158739196,0.096627,671095,2393660
512,16,ON,2,DDR4_2400_4x16,None,128,0.032786,158220685,0.001320,9159,8377
256,1,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.083937,158797388,0.120468,837155,2360921
64,16,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,128,0.172477,158787244,0.306665,2135159,6186863
32,8,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.058943,158181499,0.324358,2252780,10821808
32,1,ON,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.064027,158215906,0.322629,2242035,6457725
256,16,ON,1,DDR3_1600_8x8,TaggedPrefetcher,32,0.032314,158234343,0.004375,30366,57202
32,4,OFF,8,DDR3_1600_8x8,None,32,0.153497,158750005,0.314870,2190623,2189908
512,2,OFF,4,DDR3_2133_8x8,BOPPrefetcher,64,0.032416,158776408,0.004056,28132,31329
256,2,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.034602,158270672,0.030752,213465,738293
128,2,OFF,16,DDR4_2400_4x16,BOPPrefetcher,128,0.093430,158770625,0.137283,954702,990159
256,16,ON,8,DDR4_2400_16x4,BOPPrefetcher,64,0.032878,158256204,0.004099,28459,28028
128,1,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.099968,158717927,0.164259,1141151,3768652
512,2,ON,16,DDR3_1600_8x8,None,64,0.032908,158284430,0.003075,21345,20673
256,1,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.064337,158768986,0.069921,485828,1109712
128,1,OFF,16,DDR3_2133_8x8,None,128,0.112398,158773909,0.199005,1382897,1380753
256,16,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.031837,158769702,0.001450,10068,18614
64,16,ON,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.062305,158248864,0.306984,2132426,6183862
32,1,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,64,0.159534,158741993,0.325265,2262748,6607786
32,8,ON,16,DDR3_1600_8x8,BOPPrefetcher,128,0.057453,158241743,0.297790,2068033,2142810
64,4,ON,8,DDR3_2133_8x8,BOPPrefetcher,64,0.055316,158260352,0.274420,1906962,1952206
512,1,ON,16,DDR3_1600_8x8,TaggedPrefetcher,32,0.034061,158239511,0.023220,161170,455988
64,16,OFF,1,DDR4_2400_4x16,None,64,0.152369,158821678,0.309730,2153017,2152340
512,16,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.031921,158750432,0.001051,7299,9552
512,16,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.031813,158803623,0.002417,16775,28925
256,2,ON,2,DDR4_2400_8x8,None,64,0.035313,158246569,0.035753,248109,247470
64,1,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.054663,158237404,0.263173,1828396,1889008
512,4,ON,2,DDR4_2400_16x4,None,64,0.032699,158245969,0.002473,17170,16480
128,4,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.043400,158225777,0.131587,913492,936535
128,1,OFF,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.118866,158707282,0.189037,1313910,3887875
512,4,ON,2,DDR4_2400_16x4,None,128,0.032755,158238013,0.001462,10149,9391
32,2,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,32,0.153382,158747695,0.313569,2181199,6409338
64,8,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.045829,158175104,0.156705,1088580,4560026
64,16,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,32,0.150393,158749291,0.311796,2167379,6381722
128,1,ON,2,DDR3_1600_8x8,BOPPrefetcher,32,0.044914,158206997,0.158566,1100577,1099916
64,4,ON,2,DDR4_2400_16x4,BOPPrefetcher,64,0.057871,158230697,0.307637,2135639,2182528
256,1,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,64,0.107873,158764893,0.193670,1346164,3955967
64,8,ON,2,DDR4_2400_16x4,BOPPrefetcher,128,0.057469,158201598,0.297685,2067453,2138304
128,1,OFF,2,DDR4_2400_4x16,None,128,0.085851,158753115,0.124387,863889,861855
128,8,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.042555,158156562,0.126934,881221,880544
512,4,ON,16,DDR3_2133_8x8,TaggedPrefetcher,128,0.032868,158241809,0.000894,6204,12011
